ID,Class Name,BlockState Properties,BlockState Class Name
millenaire:locked_chest,org.millenaire.common.block.BlockLockedChest,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}]",net.minecraft.block.state.BlockStateContainer
millenaire:mainchest,org.millenaire.common.block.mock.MockBlockMainChest,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}]",net.minecraft.block.state.BlockStateContainer
millenaire:markerblock,org.millenaire.common.block.mock.MockBlockMarker,"[PropertyEnum{name=variant, clazz=class org.millenaire.common.block.mock.MockBlockMarker$Type, values=[Marker Pos (preserveground), Marker Pos (sleepingpos), Marker Pos (sellingpos), Marker Pos (craftingpos), Marker Pos (defendingpos), Marker Pos (shelterpos), Marker Pos (pathstartpos), Marker Pos (leisurepos), Marker Pos (stall), Marker Pos (brickspot), Marker Pos (healingspot), Marker Pos (fishingspot)]}]",net.minecraft.block.state.BlockStateContainer
millenaire:panel,org.millenaire.common.block.BlockPanel,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}]",net.minecraft.block.state.BlockStateContainer
millenaire:paper_wall,org.millenaire.common.block.BlockMLNPane,"[PropertyBool{name=east, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=north, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=south, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=west, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:pathdirt,org.millenaire.common.block.BlockPath,"[PropertyBool{name=stable, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:pathdirt_slab,org.millenaire.common.block.BlockPathSlab,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyBool{name=stable, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:pathgravel,org.millenaire.common.block.BlockPath,"[PropertyBool{name=stable, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:pathgravel_slab,org.millenaire.common.block.BlockPathSlab,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyBool{name=stable, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:pathgravelslabs,org.millenaire.common.block.BlockPath,"[PropertyBool{name=stable, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:pathgravelslabs_slab,org.millenaire.common.block.BlockPathSlab,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyBool{name=stable, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:pathochretiles,org.millenaire.common.block.BlockPath,"[PropertyBool{name=stable, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:pathochretiles_slab,org.millenaire.common.block.BlockPathSlab,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyBool{name=stable, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:pathsandstone,org.millenaire.common.block.BlockPath,"[PropertyBool{name=stable, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:pathsandstone_slab,org.millenaire.common.block.BlockPathSlab,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyBool{name=stable, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:pathslabs,org.millenaire.common.block.BlockPath,"[PropertyBool{name=stable, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:pathslabs_slab,org.millenaire.common.block.BlockPathSlab,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyBool{name=stable, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:pathsnow,org.millenaire.common.block.BlockPath,"[PropertyBool{name=stable, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:pathsnow_slab,org.millenaire.common.block.BlockPathSlab,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyBool{name=stable, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:rosette,org.millenaire.common.block.BlockRosette,"[PropertyBool{name=east, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=north, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=ros_d, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=ros_e, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=ros_n, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=ros_s, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=ros_u, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=ros_w, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=south, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=west, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:sapling_appletree,org.millenaire.common.block.BlockMillSapling,"[PropertyInteger{name=stage, clazz=class java.lang.Integer, values=[0, 1]}]",net.minecraft.block.state.BlockStateContainer
millenaire:silk_worm,org.millenaire.common.block.BlockSilkWorm,"[PropertyEnum{name=progress, clazz=class org.millenaire.common.block.BlockSilkWorm$EnumType, values=[silkwormempty, silkwormip1, silkwormip2, silkwormfull]}]",net.minecraft.block.state.BlockStateContainer
millenaire:slab_stone_deco,org.millenaire.common.block.BlockSlabStone,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyEnum{name=variant, clazz=class org.millenaire.common.block.BlockDecorativeStone$EnumType, values=[mudbrick, cookedbrick, mayangoldblock]}]",net.minecraft.block.state.BlockStateContainer
millenaire:slab_wood_deco,org.millenaire.common.block.BlockSlabWood,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyEnum{name=variant, clazz=class org.millenaire.common.block.BlockDecorativeWood$EnumType, values=[timberframeplain, timberframecross, thatch]}]",net.minecraft.block.state.BlockStateContainer
millenaire:snowbrick,org.millenaire.common.block.BlockCustomSnow,[],net.minecraft.block.state.BlockStateContainer
millenaire:snowwall,org.millenaire.common.block.BlockMillWall,"[PropertyBool{name=east, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=north, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=south, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=up, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=west, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:sod,org.millenaire.common.block.BlockSod,"[PropertyEnum{name=variant, clazz=class net.minecraft.block.BlockPlanks$EnumType, values=[oak, spruce, birch, jungle, acacia, dark_oak]}]",net.minecraft.block.state.BlockStateContainer
millenaire:soil,org.millenaire.common.block.mock.MockBlockSoil,"[PropertyEnum{name=croptype, clazz=class org.millenaire.common.block.mock.MockBlockSoil$CropType, values=[Source Block (soil), Source Block (ricesoil), Source Block (turmericsoil), Source Block (sugarcanesoil), Source Block (potatosoil), Source Block (netherwartsoil), Source Block (vinesoil), Source Block (maizesoil), Source Block (cacaospot), Source Block (carrotsoil), Source Block (flowersoil)]}]",net.minecraft.block.state.BlockStateContainer
millenaire:source,org.millenaire.common.block.mock.MockBlockSource,"[PropertyEnum{name=resource, clazz=class org.millenaire.common.block.mock.MockBlockSource$Resource, values=[Source Block (stone), Source Block (sand), Source Block (sandstone), Source Block (clay), Source Block (gravel), Source Block (granite), Source Block (diorite), Source Block (andesite), Source Block (snow), Source Block (ice), Source Block (redsandstone), Source Block (quartz)]}]",net.minecraft.block.state.BlockStateContainer
millenaire:stained_glass,org.millenaire.common.block.BlockMillStainedGlass,"[PropertyBool{name=east, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=north, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=south, clazz=class java.lang.Boolean, values=[true, false]}, PropertyEnum{name=variant, clazz=class org.millenaire.common.block.BlockMillStainedGlass$EnumType, values=[white, yellow, yellow_red, red_blue, green_blue]}, PropertyBool{name=west, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:stairs_byzantine_tiles,org.millenaire.common.block.BlockMillStairs,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockStairs$EnumHalf, values=[top, bottom]}, PropertyEnum{name=shape, clazz=class net.minecraft.block.BlockStairs$EnumShape, values=[straight, inner_left, inner_right, outer_left, outer_right]}]",net.minecraft.block.state.BlockStateContainer
millenaire:stairs_cookedbrick,org.millenaire.common.block.BlockMillStairs,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockStairs$EnumHalf, values=[top, bottom]}, PropertyEnum{name=shape, clazz=class net.minecraft.block.BlockStairs$EnumShape, values=[straight, inner_left, inner_right, outer_left, outer_right]}]",net.minecraft.block.state.BlockStateContainer
millenaire:stairs_mudbrick,org.millenaire.common.block.BlockMillStairs,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockStairs$EnumHalf, values=[top, bottom]}, PropertyEnum{name=shape, clazz=class net.minecraft.block.BlockStairs$EnumShape, values=[straight, inner_left, inner_right, outer_left, outer_right]}]",net.minecraft.block.state.BlockStateContainer
millenaire:stairs_thatch,org.millenaire.common.block.BlockMillStairs,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockStairs$EnumHalf, values=[top, bottom]}, PropertyEnum{name=shape, clazz=class net.minecraft.block.BlockStairs$EnumShape, values=[straight, inner_left, inner_right, outer_left, outer_right]}]",net.minecraft.block.state.BlockStateContainer
millenaire:stairs_timberframe,org.millenaire.common.block.BlockMillStairs,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockStairs$EnumHalf, values=[top, bottom]}, PropertyEnum{name=shape, clazz=class net.minecraft.block.BlockStairs$EnumShape, values=[straight, inner_left, inner_right, outer_left, outer_right]}]",net.minecraft.block.state.BlockStateContainer
millenaire:stone_deco,org.millenaire.common.block.BlockDecorativeStone,"[PropertyEnum{name=variant, clazz=class org.millenaire.common.block.BlockDecorativeStone$EnumType, values=[mudbrick, cookedbrick, mayangoldblock]}]",net.minecraft.block.state.BlockStateContainer
millenaire:treespawn,org.millenaire.common.block.mock.MockBlockTreeSpawn,"[PropertyEnum{name=treetype, clazz=class org.millenaire.common.block.mock.MockBlockTreeSpawn$TreeType, values=[Tree Spawn (oak), Tree Spawn (pine), Tree Spawn (birch), Tree Spawn (jungle), Tree Spawn (acacia), Tree Spawn (darkoak), Tree Spawn (appletree)]}]",net.minecraft.block.state.BlockStateContainer
millenaire:wet_brick,org.millenaire.common.block.BlockWetBrick,"[PropertyEnum{name=progress, clazz=class org.millenaire.common.block.BlockWetBrick$EnumType, values=[wetbrick0, wetbrick1, wetbrick2]}]",net.minecraft.block.state.BlockStateContainer
millenaire:wood_deco,org.millenaire.common.block.BlockDecorativeWood,"[PropertyEnum{name=variant, clazz=class org.millenaire.common.block.BlockDecorativeWood$EnumType, values=[timberframeplain, timberframecross, thatch]}]",net.minecraft.block.state.BlockStateContainer
