ID,Class Name,BlockState Properties,BlockState Class Name
millenaire:animalspawn,org.millenaire.common.block.mock.MockBlockAnimalSpawn,"[PropertyEnum{name=creature, clazz=class org.millenaire.common.block.mock.MockBlockAnimalSpawn$Creature, values=[Animal Spawn (cow), Animal Spawn (pig), Animal Spawn (sheep), Animal Spawn (chicken), Animal Spawn (squid), Animal Spawn (wolf), Animal Spawn (polarbear)]}]",net.minecraft.block.state.BlockStateContainer
millenaire:bed_straw,org.millenaire.common.block.BlockMillBed,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyBool{name=occupied, clazz=class java.lang.Boolean, values=[true, false]}, PropertyEnum{name=part, clazz=class net.minecraft.block.BlockBed$EnumPartType, values=[head, foot]}]",net.minecraft.block.state.BlockStateContainer
millenaire:byzantine_stone_tiles,org.millenaire.common.block.BlockOrientedSlab$BlockOrientedSlabDouble,"[PropertyEnum{name=axis, clazz=class net.minecraft.util.EnumFacing$Axis, values=[x, y, z]}, PropertyEnum{name=variant, clazz=class org.millenaire.common.block.BlockOrientedSlab$Variant, values=[DEFAULT]}]",net.minecraft.block.state.BlockStateContainer
millenaire:byzantine_tiles,org.millenaire.common.block.BlockOrientedSlab$BlockOrientedSlabDouble,"[PropertyEnum{name=axis, clazz=class net.minecraft.util.EnumFacing$Axis, values=[x, y, z]}, PropertyEnum{name=variant, clazz=class org.millenaire.common.block.BlockOrientedSlab$Variant, values=[DEFAULT]}]",net.minecraft.block.state.BlockStateContainer
millenaire:byzantine_tiles_slab,org.millenaire.common.block.BlockOrientedSlab$BlockOrientedSlabSlab,"[PropertyEnum{name=axis, clazz=class net.minecraft.util.EnumFacing$Axis, values=[x, y, z]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyEnum{name=variant, clazz=class org.millenaire.common.block.BlockOrientedSlab$Variant, values=[DEFAULT]}]",net.minecraft.block.state.BlockStateContainer
millenaire:crop_maize,org.millenaire.common.block.BlockMillCrops,"[PropertyInteger{name=age, clazz=class java.lang.Integer, values=[0, 1, 2, 3, 4, 5, 6, 7]}]",net.minecraft.block.state.BlockStateContainer
millenaire:crop_rice,org.millenaire.common.block.BlockMillCrops,"[PropertyInteger{name=age, clazz=class java.lang.Integer, values=[0, 1, 2, 3, 4, 5, 6, 7]}]",net.minecraft.block.state.BlockStateContainer
millenaire:crop_turmeric,org.millenaire.common.block.BlockMillCrops,"[PropertyInteger{name=age, clazz=class java.lang.Integer, values=[0, 1, 2, 3, 4, 5, 6, 7]}]",net.minecraft.block.state.BlockStateContainer
millenaire:crop_vine,org.millenaire.common.block.BlockMillCrops,"[PropertyInteger{name=age, clazz=class java.lang.Integer, values=[0, 1, 2, 3, 4, 5, 6, 7]}]",net.minecraft.block.state.BlockStateContainer
millenaire:decorblock,org.millenaire.common.block.mock.MockBlockDecor,"[PropertyEnum{name=type, clazz=class org.millenaire.common.block.mock.MockBlockDecor$Type, values=[Decor Block (tapestry), Decor Block (indianstatue), Decor Block (byzantineiconsmall), Decor Block (byzantineiconmedium), Decor Block (byzantineiconlarge), Decor Block (mayanstatue), Decor Block (hidehanging)]}]",net.minecraft.block.state.BlockStateContainer
millenaire:earth_deco,org.millenaire.common.block.BlockDecorativeEarth,"[PropertyEnum{name=variant, clazz=class org.millenaire.common.block.BlockDecorativeEarth$EnumType, values=[dirtwall]}]",net.minecraft.block.state.BlockStateContainer
millenaire:fire_pit,org.millenaire.common.block.BlockFirePit,"[PropertyEnum{name=alignment, clazz=class org.millenaire.common.block.BlockFirePit$EnumAlignment, values=[X, Z]}, PropertyBool{name=lit, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:freeblock,org.millenaire.common.block.mock.MockBlockFree,"[PropertyEnum{name=resource, clazz=class org.millenaire.common.block.mock.MockBlockFree$Resource, values=[Free Block (stone), Free Block (sand), Free Block (gravel), Free Block (sandstone), Free Block (wool)]}]",net.minecraft.block.state.BlockStateContainer
millenaire:icebrick,org.millenaire.common.block.BlockCustomIce,[],net.minecraft.block.state.BlockStateContainer
millenaire:import_table,org.millenaire.common.block.BlockImportTable,[],net.minecraft.block.state.BlockStateContainer
millenaire:inuitcarving,org.millenaire.common.block.BlockInuitCarving,"[PropertyEnum{name=axis, clazz=class net.minecraft.util.EnumFacing$Axis, values=[x, y, z]}]",net.minecraft.block.state.BlockStateContainer
millenaire:leaves_appletree,org.millenaire.common.block.BlockFruitLeaves,"[PropertyInteger{name=age, clazz=class java.lang.Integer, values=[0, 1, 2, 3]}, PropertyBool{name=check_decay, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=decayable, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:locked_chest,org.millenaire.common.block.BlockLockedChest,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}]",net.minecraft.block.state.BlockStateContainer
millenaire:mainchest,org.millenaire.common.block.mock.MockBlockMainChest,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}]",net.minecraft.block.state.BlockStateContainer
millenaire:markerblock,org.millenaire.common.block.mock.MockBlockMarker,"[PropertyEnum{name=variant, clazz=class org.millenaire.common.block.mock.MockBlockMarker$Type, values=[Marker Pos (preserveground), Marker Pos (sleepingpos), Marker Pos (sellingpos), Marker Pos (craftingpos), Marker Pos (defendingpos), Marker Pos (shelterpos), Marker Pos (pathstartpos), Marker Pos (leisurepos), Marker Pos (stall), Marker Pos (brickspot), Marker Pos (healingspot), Marker Pos (fishingspot)]}]",net.minecraft.block.state.BlockStateContainer
millenaire:panel,org.millenaire.common.block.BlockPanel,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}]",net.minecraft.block.state.BlockStateContainer
millenaire:paper_wall,org.millenaire.common.block.BlockMLNPane,"[PropertyBool{name=east, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=north, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=south, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=west, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:pathdirt,org.millenaire.common.block.BlockPath,"[PropertyBool{name=stable, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:pathdirt_slab,org.millenaire.common.block.BlockPathSlab,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyBool{name=stable, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:pathgravel,org.millenaire.common.block.BlockPath,"[PropertyBool{name=stable, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:pathgravel_slab,org.millenaire.common.block.BlockPathSlab,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyBool{name=stable, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:pathgravelslabs,org.millenaire.common.block.BlockPath,"[PropertyBool{name=stable, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:pathgravelslabs_slab,org.millenaire.common.block.BlockPathSlab,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyBool{name=stable, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:pathochretiles,org.millenaire.common.block.BlockPath,"[PropertyBool{name=stable, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:pathochretiles_slab,org.millenaire.common.block.BlockPathSlab,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyBool{name=stable, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:pathsandstone,org.millenaire.common.block.BlockPath,"[PropertyBool{name=stable, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:pathsandstone_slab,org.millenaire.common.block.BlockPathSlab,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyBool{name=stable, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:pathslabs,org.millenaire.common.block.BlockPath,"[PropertyBool{name=stable, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:pathslabs_slab,org.millenaire.common.block.BlockPathSlab,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyBool{name=stable, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:pathsnow,org.millenaire.common.block.BlockPath,"[PropertyBool{name=stable, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:pathsnow_slab,org.millenaire.common.block.BlockPathSlab,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyBool{name=stable, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:rosette,org.millenaire.common.block.BlockRosette,"[PropertyBool{name=east, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=north, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=ros_d, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=ros_e, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=ros_n, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=ros_s, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=ros_u, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=ros_w, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=south, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=west, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:sapling_appletree,org.millenaire.common.block.BlockMillSapling,"[PropertyInteger{name=stage, clazz=class java.lang.Integer, values=[0, 1]}]",net.minecraft.block.state.BlockStateContainer
millenaire:silk_worm,org.millenaire.common.block.BlockSilkWorm,"[PropertyEnum{name=progress, clazz=class org.millenaire.common.block.BlockSilkWorm$EnumType, values=[silkwormempty, silkwormip1, silkwormip2, silkwormfull]}]",net.minecraft.block.state.BlockStateContainer
millenaire:slab_stone_deco,org.millenaire.common.block.BlockSlabStone,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyEnum{name=variant, clazz=class org.millenaire.common.block.BlockDecorativeStone$EnumType, values=[mudbrick, cookedbrick, mayangoldblock]}]",net.minecraft.block.state.BlockStateContainer
millenaire:slab_wood_deco,org.millenaire.common.block.BlockSlabWood,"[PropertyEnum{name=half, clazz=class net.minecraft.block.BlockSlab$EnumBlockHalf, values=[top, bottom]}, PropertyEnum{name=variant, clazz=class org.millenaire.common.block.BlockDecorativeWood$EnumType, values=[timberframeplain, timberframecross, thatch]}]",net.minecraft.block.state.BlockStateContainer
millenaire:snowbrick,org.millenaire.common.block.BlockCustomSnow,[],net.minecraft.block.state.BlockStateContainer
millenaire:snowwall,org.millenaire.common.block.BlockMillWall,"[PropertyBool{name=east, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=north, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=south, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=up, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=west, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:sod,org.millenaire.common.block.BlockSod,"[PropertyEnum{name=variant, clazz=class net.minecraft.block.BlockPlanks$EnumType, values=[oak, spruce, birch, jungle, acacia, dark_oak]}]",net.minecraft.block.state.BlockStateContainer
millenaire:soil,org.millenaire.common.block.mock.MockBlockSoil,"[PropertyEnum{name=croptype, clazz=class org.millenaire.common.block.mock.MockBlockSoil$CropType, values=[Source Block (soil), Source Block (ricesoil), Source Block (turmericsoil), Source Block (sugarcanesoil), Source Block (potatosoil), Source Block (netherwartsoil), Source Block (vinesoil), Source Block (maizesoil), Source Block (cacaospot), Source Block (carrotsoil), Source Block (flowersoil)]}]",net.minecraft.block.state.BlockStateContainer
millenaire:source,org.millenaire.common.block.mock.MockBlockSource,"[PropertyEnum{name=resource, clazz=class org.millenaire.common.block.mock.MockBlockSource$Resource, values=[Source Block (stone), Source Block (sand), Source Block (sandstone), Source Block (clay), Source Block (gravel), Source Block (granite), Source Block (diorite), Source Block (andesite), Source Block (snow), Source Block (ice), Source Block (redsandstone), Source Block (quartz)]}]",net.minecraft.block.state.BlockStateContainer
millenaire:stained_glass,org.millenaire.common.block.BlockMillStainedGlass,"[PropertyBool{name=east, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=north, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=south, clazz=class java.lang.Boolean, values=[true, false]}, PropertyEnum{name=variant, clazz=class org.millenaire.common.block.BlockMillStainedGlass$EnumType, values=[white, yellow, yellow_red, red_blue, green_blue]}, PropertyBool{name=west, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
millenaire:stairs_byzantine_tiles,org.millenaire.common.block.BlockMillStairs,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockStairs$EnumHalf, values=[top, bottom]}, PropertyEnum{name=shape, clazz=class net.minecraft.block.BlockStairs$EnumShape, values=[straight, inner_left, inner_right, outer_left, outer_right]}]",net.minecraft.block.state.BlockStateContainer
millenaire:stairs_cookedbrick,org.millenaire.common.block.BlockMillStairs,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockStairs$EnumHalf, values=[top, bottom]}, PropertyEnum{name=shape, clazz=class net.minecraft.block.BlockStairs$EnumShape, values=[straight, inner_left, inner_right, outer_left, outer_right]}]",net.minecraft.block.state.BlockStateContainer
millenaire:stairs_mudbrick,org.millenaire.common.block.BlockMillStairs,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockStairs$EnumHalf, values=[top, bottom]}, PropertyEnum{name=shape, clazz=class net.minecraft.block.BlockStairs$EnumShape, values=[straight, inner_left, inner_right, outer_left, outer_right]}]",net.minecraft.block.state.BlockStateContainer
millenaire:stairs_thatch,org.millenaire.common.block.BlockMillStairs,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockStairs$EnumHalf, values=[top, bottom]}, PropertyEnum{name=shape, clazz=class net.minecraft.block.BlockStairs$EnumShape, values=[straight, inner_left, inner_right, outer_left, outer_right]}]",net.minecraft.block.state.BlockStateContainer
millenaire:stairs_timberframe,org.millenaire.common.block.BlockMillStairs,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockStairs$EnumHalf, values=[top, bottom]}, PropertyEnum{name=shape, clazz=class net.minecraft.block.BlockStairs$EnumShape, values=[straight, inner_left, inner_right, outer_left, outer_right]}]",net.minecraft.block.state.BlockStateContainer
millenaire:stone_deco,org.millenaire.common.block.BlockDecorativeStone,"[PropertyEnum{name=variant, clazz=class org.millenaire.common.block.BlockDecorativeStone$EnumType, values=[mudbrick, cookedbrick, mayangoldblock]}]",net.minecraft.block.state.BlockStateContainer
millenaire:treespawn,org.millenaire.common.block.mock.MockBlockTreeSpawn,"[PropertyEnum{name=treetype, clazz=class org.millenaire.common.block.mock.MockBlockTreeSpawn$TreeType, values=[Tree Spawn (oak), Tree Spawn (pine), Tree Spawn (birch), Tree Spawn (jungle), Tree Spawn (acacia), Tree Spawn (darkoak), Tree Spawn (appletree)]}]",net.minecraft.block.state.BlockStateContainer
millenaire:wet_brick,org.millenaire.common.block.BlockWetBrick,"[PropertyEnum{name=progress, clazz=class org.millenaire.common.block.BlockWetBrick$EnumType, values=[wetbrick0, wetbrick1, wetbrick2]}]",net.minecraft.block.state.BlockStateContainer
millenaire:wood_deco,org.millenaire.common.block.BlockDecorativeWood,"[PropertyEnum{name=variant, clazz=class org.millenaire.common.block.BlockDecorativeWood$EnumType, values=[timberframeplain, timberframecross, thatch]}]",net.minecraft.block.state.BlockStateContainer
minecraft:acacia_door,net.minecraft.block.BlockDoor,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockDoor$EnumDoorHalf, values=[upper, lower]}, PropertyEnum{name=hinge, clazz=class net.minecraft.block.BlockDoor$EnumHingePosition, values=[left, right]}, PropertyBool{name=open, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=powered, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
minecraft:acacia_fence,net.minecraft.block.BlockFence,"[PropertyBool{name=east, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=north, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=south, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=west, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
minecraft:acacia_fence_gate,net.minecraft.block.BlockFenceGate,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyBool{name=in_wall, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=open, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=powered, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
minecraft:acacia_stairs,net.minecraft.block.BlockStairs,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockStairs$EnumHalf, values=[top, bottom]}, PropertyEnum{name=shape, clazz=class net.minecraft.block.BlockStairs$EnumShape, values=[straight, inner_left, inner_right, outer_left, outer_right]}]",net.minecraft.block.state.BlockStateContainer
minecraft:activator_rail,net.minecraft.block.BlockRailPowered,"[PropertyBool{name=powered, clazz=class java.lang.Boolean, values=[true, false]}, PropertyEnum{name=shape, clazz=class net.minecraft.block.BlockRailBase$EnumRailDirection, values=[north_south, east_west, ascending_east, ascending_west, ascending_north, ascending_south]}]",net.minecraft.block.state.BlockStateContainer
minecraft:air,net.minecraft.block.BlockAir,[],net.minecraft.block.state.BlockStateContainer
minecraft:anvil,net.minecraft.block.BlockAnvil,"[PropertyInteger{name=damage, clazz=class java.lang.Integer, values=[0, 1, 2]}, PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}]",net.minecraft.block.state.BlockStateContainer
minecraft:barrier,net.minecraft.block.BlockBarrier,[],net.minecraft.block.state.BlockStateContainer
minecraft:beacon,net.minecraft.block.BlockBeacon,[],net.minecraft.block.state.BlockStateContainer
minecraft:bed,net.minecraft.block.BlockBed,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyBool{name=occupied, clazz=class java.lang.Boolean, values=[true, false]}, PropertyEnum{name=part, clazz=class net.minecraft.block.BlockBed$EnumPartType, values=[head, foot]}]",net.minecraft.block.state.BlockStateContainer
minecraft:bedrock,net.minecraft.block.BlockEmptyDrops,[],net.minecraft.block.state.BlockStateContainer
minecraft:beetroots,net.minecraft.block.BlockBeetroot,"[PropertyInteger{name=age, clazz=class java.lang.Integer, values=[0, 1, 2, 3]}]",net.minecraft.block.state.BlockStateContainer
minecraft:birch_door,net.minecraft.block.BlockDoor,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockDoor$EnumDoorHalf, values=[upper, lower]}, PropertyEnum{name=hinge, clazz=class net.minecraft.block.BlockDoor$EnumHingePosition, values=[left, right]}, PropertyBool{name=open, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=powered, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
minecraft:birch_fence,net.minecraft.block.BlockFence,"[PropertyBool{name=east, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=north, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=south, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=west, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
minecraft:birch_fence_gate,net.minecraft.block.BlockFenceGate,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyBool{name=in_wall, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=open, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=powered, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
minecraft:birch_stairs,net.minecraft.block.BlockStairs,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockStairs$EnumHalf, values=[top, bottom]}, PropertyEnum{name=shape, clazz=class net.minecraft.block.BlockStairs$EnumShape, values=[straight, inner_left, inner_right, outer_left, outer_right]}]",net.minecraft.block.state.BlockStateContainer
minecraft:black_glazed_terracotta,net.minecraft.block.BlockGlazedTerracotta,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}]",net.minecraft.block.state.BlockStateContainer
minecraft:black_shulker_box,net.minecraft.block.BlockShulkerBox,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[down, up, north, south, west, east]}]",net.minecraft.block.state.BlockStateContainer
minecraft:blue_glazed_terracotta,net.minecraft.block.BlockGlazedTerracotta,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}]",net.minecraft.block.state.BlockStateContainer
minecraft:blue_shulker_box,net.minecraft.block.BlockShulkerBox,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[down, up, north, south, west, east]}]",net.minecraft.block.state.BlockStateContainer
minecraft:bone_block,net.minecraft.block.BlockBone,"[PropertyEnum{name=axis, clazz=class net.minecraft.util.EnumFacing$Axis, values=[x, y, z]}]",net.minecraft.block.state.BlockStateContainer
minecraft:bookshelf,net.minecraft.block.BlockBookshelf,[],net.minecraft.block.state.BlockStateContainer
minecraft:brewing_stand,net.minecraft.block.BlockBrewingStand,"[PropertyBool{name=has_bottle_0, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=has_bottle_1, clazz=class java.lang.Boolean, values=[true, false]}, PropertyBool{name=has_bottle_2, clazz=class java.lang.Boolean, values=[true, false]}]",net.minecraft.block.state.BlockStateContainer
minecraft:brick_block,net.minecraft.block.Block,[],net.minecraft.block.state.BlockStateContainer
minecraft:brick_stairs,net.minecraft.block.BlockStairs,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}, PropertyEnum{name=half, clazz=class net.minecraft.block.BlockStairs$EnumHalf, values=[top, bottom]}, PropertyEnum{name=shape, clazz=class net.minecraft.block.BlockStairs$EnumShape, values=[straight, inner_left, inner_right, outer_left, outer_right]}]",net.minecraft.block.state.BlockStateContainer
minecraft:brown_glazed_terracotta,net.minecraft.block.BlockGlazedTerracotta,"[PropertyDirection{name=facing, clazz=class net.minecraft.util.EnumFacing, values=[north, south, west, east]}]",net.minecraft.block.state.BlockStateContainer
minecraft:brown_mushroom,net.minecraft.block.BlockMushroom,[],net.minecraft.block.state.BlockStateContainer
minecraft:brown_mushroom_block,net.minecraft.block.BlockHugeMushroom,"[PropertyEnum{name=variant, clazz=class net.minecraft.block.BlockHugeMushroom$EnumType, values=[north_west, north, north_east, west, center, east, south_west, south, south_east, stem, all_inside, all_outside, all_stem]}]",net.minecraft.block.state.BlockStateContainer
