ID,Metadata,NBT Tag Compound,Display Name,Tooltip,Translation Key,Class Name,Is ItemBlock,OreDict Names,Max Stack Size,Max Damage,Model Name
millenaire:feta,0,,Feta,,item.millenaire.feta,org.millenaire.common.item.ItemFoodMultiple,-,,64,0,millenaire:feta#inventory
millenaire:fire_pit,0,,Fire Pit,,tile.millenaire.fire_pit,net.minecraft.item.ItemBlock,+,,64,0,millenaire:fire_pit#inventory
millenaire:freeblock,0,,Free Stone,,tile.millenaire.freeblock.stone,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:freeblock#resource=stone
millenaire:freeblock,1,,Free Sand,,tile.millenaire.freeblock.sand,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:freeblock#resource=sand
millenaire:freeblock,2,,Free Gravel,,tile.millenaire.freeblock.gravel,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:freeblock#resource=gravel
millenaire:freeblock,3,,Free Sandstone,,tile.millenaire.freeblock.sandstone,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:freeblock#resource=sandstone
millenaire:freeblock,4,,Free Wool,,tile.millenaire.freeblock.wool,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:freeblock#resource=wool
millenaire:furboots,0,,Fur Boots,,item.millenaire.furboots,org.millenaire.common.item.ItemMillenaireArmour,-,,1,91,millenaire:furboots#inventory
millenaire:furhelmet,0,,Fur Hood,,item.millenaire.furhelmet,org.millenaire.common.item.ItemMillenaireArmour,-,,1,77,millenaire:furhelmet#inventory
millenaire:furlegs,0,,Fur Leggings,,item.millenaire.furlegs,org.millenaire.common.item.ItemMillenaireArmour,-,,1,105,millenaire:furlegs#inventory
millenaire:furplate,0,,Fur Coat,,item.millenaire.furplate,org.millenaire.common.item.ItemMillenaireArmour,-,,1,112,millenaire:furplate#inventory
millenaire:grapes,0,,Grapes,,item.millenaire.grapes,org.millenaire.common.item.ItemMillSeeds,-,,64,0,millenaire:grapes#inventory
millenaire:hidehanging,0,,Hanging Hide,,item.millenaire.hidehanging,org.millenaire.common.item.ItemWallDecoration,-,,64,0,millenaire:hidehanging#inventory
millenaire:icebrick,0,,Ice Brick,,tile.millenaire.icebrick,net.minecraft.item.ItemBlock,+,,64,0,millenaire:icebrick#normal
millenaire:ikayaki,0,,Ikayaki,,item.millenaire.ikayaki,org.millenaire.common.item.ItemFoodMultiple,-,,1,8,millenaire:ikayaki#inventory
millenaire:import_table,0,,Import Table,,tile.millenaire.import_table,net.minecraft.item.ItemBlock,+,,64,0,millenaire:import_table#normal
millenaire:indianstatue,0,,Hindu Statue,,item.millenaire.indianstatue,org.millenaire.common.item.ItemWallDecoration,-,,64,0,millenaire:indianstatue#inventory
millenaire:inuitbearstew,0,,Inuit Bear Stew,,item.millenaire.inuitbearstew,org.millenaire.common.item.ItemFoodMultiple,-,,1,8,millenaire:inuitbearstew#inventory
millenaire:inuitbow,0,,Pitiksi Bow,,item.millenaire.inuitbow,org.millenaire.common.item.ItemMillenaireBow,-,,1,384,millenaire:inuitbow#inventory
millenaire:inuitcarving,4,,Inuit Carving,,tile.millenaire.inuitcarving,net.minecraft.item.ItemBlock,+,,64,0,millenaire:inuitcarving#axis=x
millenaire:inuitmeatystew,0,,Inuit Meat Stew,,item.millenaire.inuitmeatystew,org.millenaire.common.item.ItemFoodMultiple,-,,1,8,millenaire:inuitmeatystew#inventory
millenaire:inuitpotatostew,0,,Inuit Potato Stew,,item.millenaire.inuitpotatostew,org.millenaire.common.item.ItemFoodMultiple,-,,1,6,millenaire:inuitpotatostew#inventory
millenaire:inuittrident,0,,Kakivak,,item.millenaire.inuittrident,org.millenaire.common.item.ItemMillenaireSword,-,,1,250,millenaire:inuittrident#inventory
millenaire:japaneseblueboots,0,,Blue ō-yoroi boots,,item.millenaire.japaneseblueboots,org.millenaire.common.item.ItemMillenaireArmour,-,,1,429,millenaire:japaneseblueboots#inventory
millenaire:japanesebluehelmet,0,,Blue ō-yoroi helmet,,item.millenaire.japanesebluehelmet,org.millenaire.common.item.ItemMillenaireArmour,-,,1,363,millenaire:japanesebluehelmet#inventory
millenaire:japanesebluelegs,0,,Blue ō-yoroi leggings,,item.millenaire.japanesebluelegs,org.millenaire.common.item.ItemMillenaireArmour,-,,1,495,millenaire:japanesebluelegs#inventory
millenaire:japaneseblueplate,0,,Blue ō-yoroi chestplate,,item.millenaire.japaneseblueplate,org.millenaire.common.item.ItemMillenaireArmour,-,,1,528,millenaire:japaneseblueplate#inventory
millenaire:japaneseguardboots,0,,Keiko boots,,item.millenaire.japaneseguardboots,org.millenaire.common.item.ItemMillenaireArmour,-,,1,325,millenaire:japaneseguardboots#inventory
millenaire:japaneseguardhelmet,0,,Keiko helmet,,item.millenaire.japaneseguardhelmet,org.millenaire.common.item.ItemMillenaireArmour,-,,1,275,millenaire:japaneseguardhelmet#inventory
millenaire:japaneseguardlegs,0,,Keiko leggings,,item.millenaire.japaneseguardlegs,org.millenaire.common.item.ItemMillenaireArmour,-,,1,375,millenaire:japaneseguardlegs#inventory
millenaire:japaneseguardplate,0,,Keiko chestplate,,item.millenaire.japaneseguardplate,org.millenaire.common.item.ItemMillenaireArmour,-,,1,400,millenaire:japaneseguardplate#inventory
millenaire:japaneseredboots,0,,Red ō-yoroi boots,,item.millenaire.japaneseredboots,org.millenaire.common.item.ItemMillenaireArmour,-,,1,429,millenaire:japaneseredboots#inventory
millenaire:japaneseredhelmet,0,,Red ō-yoroi helmet,,item.millenaire.japaneseredhelmet,org.millenaire.common.item.ItemMillenaireArmour,-,,1,363,millenaire:japaneseredhelmet#inventory
millenaire:japaneseredlegs,0,,Red ō-yoroi leggings,,item.millenaire.japaneseredlegs,org.millenaire.common.item.ItemMillenaireArmour,-,,1,495,millenaire:japaneseredlegs#inventory
millenaire:japaneseredplate,0,,Red ō-yoroi chestplate,,item.millenaire.japaneseredplate,org.millenaire.common.item.ItemMillenaireArmour,-,,1,528,millenaire:japaneseredplate#inventory
millenaire:leaves_appletree,0,,Apple Tree Leaves,,tile.millenaire.leaves_appletree,net.minecraft.item.ItemBlock,+,,64,0,millenaire:leaves_appletree#normal
millenaire:locked_chest,0,,Locked Chest,,tile.millenaire.locked_chest,net.minecraft.item.ItemBlock,+,,64,0,millenaire:locked_chest#normal
millenaire:mainchest,0,,Main Chest,,tile.millenaire.mainchest,net.minecraft.item.ItemBlock,+,,64,0,millenaire:mainchest#normal
millenaire:maize,0,,Maize,,item.millenaire.maize,org.millenaire.common.item.ItemMillSeeds,-,,64,0,millenaire:maize#inventory
millenaire:markerblock,0,,Preserve Ground,,tile.millenaire.markerblock.preserveground,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:markerblock#variant=preserveground
millenaire:markerblock,1,,Sleeping Pos,,tile.millenaire.markerblock.sleepingpos,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:markerblock#variant=sleepingpos
millenaire:markerblock,2,,Selling Pos,,tile.millenaire.markerblock.sellingpos,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:markerblock#variant=sellingpos
millenaire:markerblock,3,,Crafting Pos,,tile.millenaire.markerblock.craftingpos,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:markerblock#variant=craftingpos
millenaire:markerblock,4,,Defending Pos,,tile.millenaire.markerblock.defendingpos,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:markerblock#variant=defendingpos
millenaire:markerblock,5,,Shelter Pos,,tile.millenaire.markerblock.shelterpos,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:markerblock#variant=shelterpos
millenaire:markerblock,6,,Path Start Pos,,tile.millenaire.markerblock.pathstartpos,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:markerblock#variant=pathstartpos
millenaire:markerblock,7,,Leisure Pos,,tile.millenaire.markerblock.leisurepos,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:markerblock#variant=leisurepos
millenaire:markerblock,8,,Stall Pos,,tile.millenaire.markerblock.stall,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:markerblock#variant=stall
millenaire:markerblock,9,,Brick Drying Pos,,tile.millenaire.markerblock.brickspot,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:markerblock#variant=brickspot
millenaire:markerblock,10,,Healing Pos,,tile.millenaire.markerblock.healingspot,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:markerblock#variant=healingspot
millenaire:markerblock,11,,Fishing Pos,,tile.millenaire.markerblock.fishingspot,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:markerblock#variant=fishingspot
millenaire:masa,0,,Masa,,item.millenaire.masa,org.millenaire.common.item.ItemFoodMultiple,-,,1,4,millenaire:masa#inventory
millenaire:mayanaxe,0,,Obsidian Axe,,item.millenaire.mayanaxe,org.millenaire.common.item.ItemMillenaireAxe,-,,1,1561,millenaire:mayanaxe#inventory
millenaire:mayanhoe,0,,Obsidian Hoe,,item.millenaire.mayanhoe,org.millenaire.common.item.ItemMillenaireHoe,-,,1,1561,millenaire:mayanhoe#inventory
millenaire:mayanmace,0,,Obsidian Mace,,item.millenaire.mayanmace,org.millenaire.common.item.ItemMillenaireSword,-,,1,250,millenaire:mayanmace#inventory
millenaire:mayanpickaxe,0,,Obsidian Pickaxe,,item.millenaire.mayanpickaxe,org.millenaire.common.item.ItemMillenairePickaxe,-,,1,1561,millenaire:mayanpickaxe#inventory
millenaire:mayanquestcrown,0,,Maya Crown,,item.millenaire.mayanquestcrown,org.millenaire.common.item.ItemMayanQuestCrown,-,,1,0,millenaire:mayanquestcrown#inventory
millenaire:mayanshovel,0,,Obsidian Shovel,,item.millenaire.mayanshovel,org.millenaire.common.item.ItemMillenaireShovel,-,,1,1561,millenaire:mayanshovel#inventory
millenaire:mayanstatue,0,,Maya Carving,,item.millenaire.mayanstatue,org.millenaire.common.item.ItemWallDecoration,-,,64,0,millenaire:mayanstatue#inventory
millenaire:negationwand,0,,Wand of Negation,,item.millenaire.negationwand,org.millenaire.common.item.ItemNegationWand,-,,64,0,millenaire:negationwand#inventory
millenaire:normanaxe,0,,Norman Axe,,item.millenaire.normanaxe,org.millenaire.common.item.ItemMillenaireAxe,-,,1,1561,millenaire:normanaxe#inventory
millenaire:normanboots,0,,Norman Boots,,item.millenaire.normanboots,org.millenaire.common.item.ItemMillenaireArmour,-,,1,858,millenaire:normanboots#inventory
millenaire:normanbroadsword,0,,Norman Broadsword,,item.millenaire.normanbroadsword,org.millenaire.common.item.ItemMillenaireSword,-,,1,1561,millenaire:normanbroadsword#inventory
millenaire:normanhelmet,0,,Norman Helmet,,item.millenaire.normanhelmet,org.millenaire.common.item.ItemMillenaireArmour,-,,1,726,millenaire:normanhelmet#inventory
millenaire:normanhoe,0,,Norman Hoe,,item.millenaire.normanhoe,org.millenaire.common.item.ItemMillenaireHoe,-,,1,1561,millenaire:normanhoe#inventory
millenaire:normanlegs,0,,Norman Leggings,,item.millenaire.normanlegs,org.millenaire.common.item.ItemMillenaireArmour,-,,1,990,millenaire:normanlegs#inventory
millenaire:normanpickaxe,0,,Norman Pickaxe,,item.millenaire.normanpickaxe,org.millenaire.common.item.ItemMillenairePickaxe,-,,1,1561,millenaire:normanpickaxe#inventory
millenaire:normanplate,0,,Norman Chestplate,,item.millenaire.normanplate,org.millenaire.common.item.ItemMillenaireArmour,-,,1,1056,millenaire:normanplate#inventory
millenaire:normanshovel,0,,Norman Shovel,,item.millenaire.normanshovel,org.millenaire.common.item.ItemMillenaireShovel,-,,1,1561,millenaire:normanshovel#inventory
millenaire:obsidianflake,0,,Obsidian Flake,,item.millenaire.obsidianflake,org.millenaire.common.item.ItemMill,-,,64,0,millenaire:obsidianflake#inventory
millenaire:paper_wall,0,,Paper Wall,,tile.millenaire.paper_wall,net.minecraft.item.ItemBlock,+,,64,0,millenaire:paper_wall#normal
millenaire:parchment_sadhu,0,,Book of the Sadhu,,item.millenaire.parchment_sadhu,org.millenaire.common.item.ItemParchment,-,,1,0,millenaire:parchment_sadhu#inventory
millenaire:parchment_villagescroll,0,,Village Scroll,,item.millenaire.parchment_villagescroll,org.millenaire.common.item.ItemParchment,-,,1,0,millenaire:parchment_villagescroll#inventory
millenaire:pathdirt,0,,Dirt path,,tile.millenaire.pathdirt,net.minecraft.item.ItemBlock,+,,64,0,millenaire:pathdirt#stable=false
millenaire:pathdirt_slab,0,,Dirt path,,tile.millenaire.pathdirt,org.millenaire.common.item.ItemPathSlab,+,,64,0,"millenaire:pathdirt_slab#half=bottom,stable=false"
millenaire:pathgravel,0,,Gravel path,,tile.millenaire.pathgravel,net.minecraft.item.ItemBlock,+,,64,0,millenaire:pathgravel#stable=false
millenaire:pathgravel_slab,0,,Gravel path,,tile.millenaire.pathgravel,org.millenaire.common.item.ItemPathSlab,+,,64,0,"millenaire:pathgravel_slab#half=bottom,stable=false"
millenaire:pathgravelslabs,0,,Slabs and gravel path,,tile.millenaire.pathgravelslabs,net.minecraft.item.ItemBlock,+,,64,0,millenaire:pathgravelslabs#stable=false
millenaire:pathgravelslabs_slab,0,,Slabs and gravel path,,tile.millenaire.pathgravelslabs,org.millenaire.common.item.ItemPathSlab,+,,64,0,"millenaire:pathgravelslabs_slab#half=bottom,stable=false"
millenaire:pathochretiles,0,,Ochre slabs path,,tile.millenaire.pathochretiles,net.minecraft.item.ItemBlock,+,,64,0,millenaire:pathochretiles#stable=false
millenaire:pathochretiles_slab,0,,Ochre slabs path,,tile.millenaire.pathochretiles,org.millenaire.common.item.ItemPathSlab,+,,64,0,"millenaire:pathochretiles_slab#half=bottom,stable=false"
millenaire:pathsandstone,0,,Sandstone slabs path,,tile.millenaire.pathsandstone,net.minecraft.item.ItemBlock,+,,64,0,millenaire:pathsandstone#stable=false
millenaire:pathsandstone_slab,0,,Sandstone slabs path,,tile.millenaire.pathsandstone,org.millenaire.common.item.ItemPathSlab,+,,64,0,"millenaire:pathsandstone_slab#half=bottom,stable=false"
millenaire:pathslabs,0,,Slabs path,,tile.millenaire.pathslabs,net.minecraft.item.ItemBlock,+,,64,0,millenaire:pathslabs#stable=false
millenaire:pathslabs_slab,0,,Slabs path,,tile.millenaire.pathslabs,org.millenaire.common.item.ItemPathSlab,+,,64,0,"millenaire:pathslabs_slab#half=bottom,stable=false"
millenaire:pathsnow,0,,Snow path,,tile.millenaire.pathsnow,net.minecraft.item.ItemBlock,+,,64,0,millenaire:pathsnow#stable=false
millenaire:pathsnow_slab,0,,Snow path,,tile.millenaire.pathsnow,org.millenaire.common.item.ItemPathSlab,+,,64,0,"millenaire:pathsnow_slab#half=bottom,stable=false"
millenaire:purse,0,,Deniers Pouch,,item.millenaire.purse,org.millenaire.common.item.ItemPurse,-,,1,0,millenaire:purse#inventory
millenaire:rasgulla,0,,Rasgulla,,item.millenaire.rasgulla,org.millenaire.common.item.ItemFoodMultiple,-,,64,0,millenaire:rasgulla#inventory
millenaire:rice,0,,Rice,,item.millenaire.rice,org.millenaire.common.item.ItemMillSeeds,-,,64,0,millenaire:rice#inventory
millenaire:rosette,0,,Rosette Stained Glass Windows,,tile.millenaire.rosette,net.minecraft.item.ItemBlock,+,,64,0,millenaire:rosette#variant=inventory
millenaire:sake,0,,Sake,,item.millenaire.sake,org.millenaire.common.item.ItemFoodMultiple,-,,1,8,millenaire:sake#inventory
millenaire:sapling_appletree,0,,Apple Tree Sapling,,tile.millenaire.sapling_appletree,org.millenaire.common.item.ItemMillSapling,+,,64,0,millenaire:sapling_appletree#normal
millenaire:seafood_cooked,0,,Sea Meat,,item.millenaire.seafood_cooked,org.millenaire.common.item.ItemFoodMultiple,-,,1,0,millenaire:seafood_cooked#inventory
millenaire:seafood_raw,0,,Raw Sea Meat,,item.millenaire.seafood_raw,org.millenaire.common.item.ItemFoodMultiple,-,,1,0,millenaire:seafood_raw#inventory
millenaire:silk,0,,Silk,,item.millenaire.silk,org.millenaire.common.item.ItemMill,-,,64,0,millenaire:silk#inventory
millenaire:silk_worm,0,,Empty Sericulture Block,,tile.millenaire.silkwormempty,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:silk_worm#progress=silkwormempty
millenaire:silk_worm,3,,Sericulture Block,,tile.millenaire.silkwormfull,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:silk_worm#progress=silkwormfull
millenaire:skoll_hati_amulet,0,,Amulet of Sköll and Hati,,item.millenaire.skoll_hati_amulet,org.millenaire.common.item.ItemAmuletSkollHati,-,,1,0,millenaire:skoll_hati_amulet#inventory
millenaire:slab_stone_deco,0,,Mud Brick Slab,,tile.millenaire.slabs_mudbrick,net.minecraft.item.ItemSlab,+,,64,0,"millenaire:slab_stone_deco#half=bottom,variant=mudbrick"
millenaire:slab_stone_deco,1,,Cooked Brick Slab,,tile.millenaire.slabs_cookedbrick,net.minecraft.item.ItemSlab,+,,64,0,"millenaire:slab_stone_deco#half=bottom,variant=cookedbrick"
millenaire:slab_wood_deco,0,,Timber Frame Slab,,tile.millenaire.slabs_timberframeplain,net.minecraft.item.ItemSlab,+,,64,0,"millenaire:slab_wood_deco#half=bottom,variant=timberframeplain"
millenaire:slab_wood_deco,2,,Thatch Slab,,tile.millenaire.slabs_thatch,net.minecraft.item.ItemSlab,+,,64,0,"millenaire:slab_wood_deco#half=bottom,variant=thatch"
millenaire:snowbrick,0,,Snow Brick,,tile.millenaire.snowbrick,net.minecraft.item.ItemBlock,+,,64,0,millenaire:snowbrick#normal
millenaire:snowwall,0,,Snow Wall,,tile.millenaire.snowwall,net.minecraft.item.ItemBlock,+,,64,0,millenaire:snowwall#normal
millenaire:sod,0,,Sod Oak Planks,,tile.millenaire.sod_oak,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:sod#variant=oak
millenaire:sod,1,,Sod Spruce Planks,,tile.millenaire.sod_spruce,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:sod#variant=spruce
millenaire:sod,2,,Sod Birch Planks,,tile.millenaire.sod_birch,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:sod#variant=birch
millenaire:sod,3,,Sod Jungle Planks,,tile.millenaire.sod_jungle,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:sod#variant=jungle
millenaire:sod,4,,Sod Acacia Planks,,tile.millenaire.sod_acacia,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:sod#variant=acacia
millenaire:sod,5,,Sod Dark Oak Planks,,tile.millenaire.sod_dark_oak,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:sod#variant=dark_oak
millenaire:soil,0,,Wheat Soil,,tile.millenaire.soil.soil,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:soil#croptype=soil
millenaire:soil,1,,Rice Soil,,tile.millenaire.soil.ricesoil,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:soil#croptype=ricesoil
millenaire:soil,2,,Turmeric Soil,,tile.millenaire.soil.turmericsoil,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:soil#croptype=turmericsoil
millenaire:soil,3,,Sugar Cane Soil,,tile.millenaire.soil.sugarcanesoil,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:soil#croptype=sugarcanesoil
millenaire:soil,4,,Potato Soil,,tile.millenaire.soil.potatosoil,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:soil#croptype=potatosoil
millenaire:soil,5,,Nether Wart Soil,,tile.millenaire.soil.netherwartsoil,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:soil#croptype=netherwartsoil
millenaire:soil,6,,Vine Soil,,tile.millenaire.soil.vinesoil,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:soil#croptype=vinesoil
millenaire:soil,7,,Maize Soil,,tile.millenaire.soil.maizesoil,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:soil#croptype=maizesoil
millenaire:soil,8,,Cacao Soil,,tile.millenaire.soil.cacaospot,org.millenaire.common.item.ItemBlockMeta,+,,64,0,millenaire:soil#croptype=cacaospot
